scenario,model,architecture,player_model,player_architecture,seed,winner,player,role,faction,provider,alive_final,eliminated_day,killed_night,messages_spoken,votes_cast,votes_received,role_claims,false_role_claims
claude_opus_4_8_revac,Claude Opus 4.8,ReVAC,claude-opus-4-8,revac,9901,mafia,Gray,Villager,good,anthropic,True,,,0,1,0,0,0
claude_opus_4_8_revac,Claude Opus 4.8,ReVAC,claude-opus-4-8,revac,9902,good,Ariel,Villager,good,anthropic,False,1,,1,1,5,0,0
claude_opus_4_8_revac,Claude Opus 4.8,ReVAC,claude-opus-4-8,revac,9902,good,Blake,Doctor,good,anthropic,True,,,3,3,0,0,0
claude_opus_4_8_revac,Claude Opus 4.8,ReVAC,claude-opus-4-8,revac,9902,good,Casey,Mafia,mafia,anthropic,False,2,,2,2,3,0,0
claude_opus_4_8_revac,Claude Opus 4.8,ReVAC,claude-opus-4-8,revac,9902,good,Devon,Villager,good,anthropic,True,,,3,3,2,0,0
claude_opus_4_8_revac,Claude Opus 4.8,ReVAC,claude-opus-4-8,revac,9902,good,Emery,Mafia,mafia,anthropic,False,3,,2,3,3,0,0
claude_opus_4_8_revac,Claude Opus 4.8,ReVAC,claude-opus-4-8,revac,9902,good,Finley,Detective,good,anthropic,False,,1,0,0,0,0,0
claude_opus_4_8_revac,Claude Opus 4.8,ReVAC,claude-opus-4-8,revac,9902,good,Gray,Villager,good,anthropic,True,,,2,3,2,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9900,good,Ariel,Mafia,mafia,anthropic,False,1,,1,1,6,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9900,good,Blake,Villager,good,anthropic,True,,,2,3,3,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9900,good,Casey,Doctor,good,anthropic,False,2,,2,2,3,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9900,good,Devon,Detective,good,anthropic,True,,,2,3,2,2,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9900,good,Emery,Villager,good,anthropic,False,,3,1,2,0,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9900,good,Finley,Mafia,mafia,anthropic,False,3,,3,3,3,1,1
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9900,good,Gray,Villager,good,anthropic,True,,,1,3,0,1,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9901,mafia,Ariel,Doctor,good,anthropic,False,,2,1,1,0,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9901,mafia,Blake,Detective,good,anthropic,True,,,1,1,1,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9901,mafia,Casey,Mafia,mafia,anthropic,True,,,1,1,1,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9901,mafia,Devon,Villager,good,anthropic,False,,1,0,0,0,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9901,mafia,Emery,Villager,good,anthropic,False,1,,1,1,2,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9901,mafia,Finley,Mafia,mafia,anthropic,True,,,0,1,2,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9901,mafia,Gray,Villager,good,anthropic,True,,,0,1,0,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9902,mafia,Ariel,Villager,good,anthropic,True,,,1,1,1,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9902,mafia,Blake,Doctor,good,anthropic,True,,,1,1,0,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9902,mafia,Casey,Mafia,mafia,anthropic,True,,,1,1,0,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9902,mafia,Devon,Villager,good,anthropic,False,,1,0,0,0,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9902,mafia,Emery,Mafia,mafia,anthropic,True,,,1,1,0,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9902,mafia,Finley,Detective,good,anthropic,False,,2,1,1,0,0,0
claude_opus_4_8_grail,Claude Opus 4.8,GRAIL,claude-opus-4-8,grail,9902,mafia,Gray,Villager,good,anthropic,False,1,,1,1,5,0,0
